Age,Title,Review,Rating,Recommend,Positive Feedback Count,Department Name,Class Name,Review Length
65,Love it,"This dress is just lovely--i love the pattern and the cut, and it's very comfortable to wear. i like it because i can wear it just about anywhere, and it's appropriate. you can dress it up or down. i get lots of compliments when i wear it!",5,1,0,Dresses,Dresses,246
36,Great maxi,I've been looking for a versatile maxi skirt all season. the pleats and layered look were a great effect to a really basic navy maxi skirt. the waist is elastic (great for after baby) and will look good with a shirt tucked in and belt. the only drawback is that it's a little too long and will drag on the ground if i wear flats (i'm 5'7''). soft material with some flowy movement when you walk.,4,1,2,Bottoms,Skirts,405
27,Poor fit,The fit of this sweater did not flatter my body-type. the top half did not fit well; the armpit area was loose fitting and the neckline was awkward.,1,0,0,Tops,Fine gauge,156
59,Poor quality,Sooo disappointed with how flimsy this fabric is. i think this is the thinnest of all clothing items i have ever come across anywhere in my life. this is really a shame because the colors are stunning and it is a nice shirt style. another con is if you have any bit of back fat it shows every lump and bump . i do not recommend unless you have a lean back and the cost was $5.00!!!,1,0,3,Tops,Knits,393
30,Beautiful tee,I bought this tee in purple. went back the next day and purchased the peach! this is a classic tee with a girly twist! cute with jeans and a jean jacket!,5,1,0,Tops,Knits,166
51,Not a take home for me,"I just tried the blue polka dot one on at my local retailer. i'm 5'3ish, 117#, 34d-dd and usually wear a size 4 or xs in most retailer brands. i tried this in size 2 and had a better fit hence the runs large rating. this is a very plunging neckline. not work appropriate and i'm fairly notorious for being out there. the band in the back didn't hit right at my bra in the back so not sure what to tell you there. the shoulder straps are adjustable. there are 2 buttons so you can tighten it up a bit so y",4,1,6,Dresses,Dresses,526
32,Wonderfully snug yet stretchy and elegant,"I hate buying dresses because i rarely find one that fits well. i'm very petite on top (xsmall) and small/med on bottom, 5'8"". usually dresses are tight on my hips & thighs and loose up top. this fairly lightweight yet warm dress is such a winner! form-fitting yet stretchy and forgiving in all the right places. the x-small and small both fit pretty well but i decided to go with the x-small on this one. i think this will be a staple winter/fall dress. loved the fit so much i bought it in the peac",5,1,2,Dresses,Dresses,541
53,Sweet and pretty,"I found this to be a very feminine and flattering dress. it is prettier in person. i have the ivory and black print. i agree that it takes a bit of effort to get the slip positioned properly. i might wear a different slip, however i was able to get the slip to stay in place. the print and fabric are a nice quality. i typically wear an xxsp or a 0p. i bought this in the 0 regular because i like my dresses a little bit longer. i think it runs just a little bit small.",5,1,4,Dresses,Dresses,485
30,Not for those with hips,"This dress (i ordered the ivory) is stunning. it is fully lined, the belt adds a needed accent, and the print on the fabric is gorgeous. the fit, though, is another issue. i typically wear a 2-4 depending on the cut and fabric of dresses, and am pretty proportionate with my hips/bust. i ordered a 2 in this dress. it was enormous on the top and painfully tight on my hips and thighs. the fabric has absolutely no give - it needs to drape perfect or it looks awful. if you have any type of hip, thigh",3,0,5,Dresses,Dresses,523
32,Love more than i thought!,"I got size 26 and they don't fit me as ankle, they fit me as long skinnies, but the quality is so good. they're smooth and stretchy, but they feel thick enough that when you pull them on you can tell it's quality denim. a great pant buy if you're looking for soft as butter grey jeans.",5,1,0,Bottoms,Jeans,310
57,Perfect except slip,This is my new favorite dress! my only complaint is the slip is too small and the dress cannot be worn without it. i can't order a size up as the dress would then be huge. not sure what the solution is but the dress itself is stunning.,4,1,3,Dresses,Dresses,254
40,Unique dress,"I love this dress for it's unique design with the crochet features. it is super comfortable, great for being layered without see through. i ordered a small though and it is still too large for me. i have been trying to decide on returning it since i love it so much. i'd recommend sizing down for this dress. i'm 5'6'', 135lbs, and still needed an xs which seems a bit off. i guess i'm used to retailer running a bit big, but i miss judge this one and hate to deal with the mailing and worrying",4,1,0,Dresses,Dresses,506
32,"Pretty, but unlined!","I really love the look and feel of this top, perhaps this was mentioned in previous reviews, but it is unlined, which i hadn't realized when i ordered it. so the eyelet details are will expose skin unless you wear a cami underneath.",4,1,0,Tops,Blouses,252
41,Love it,Love this dress. sooo comfortable and flattering. i typically wear a 4-6 in dresses or can be between small and medium depending on style and cut. i went with xs on this dress and it's still very comfortable and loose fitting. the small size fit fine but seemed like too much fabric on the skirt.,5,1,0,Dresses,Dresses,303
55,Very flattering,I sew and therefore i can tell when something is cut and designed well. this top hangs beautifully and the colors are very pretty. it's cotton.,5,1,0,Tops,Blouses,158
23,Cuter is person,Nice fabric and cute design. a little low cut.,4,1,0,Tops,Blouses,61
30,Bad fit for me,"This dress had so much promise from the picture. i loved the midi length, color, and fascinating waist detail. i ordered online, so there was no way to try on before purchasing. the fit was disappointing. it fell in an unflattering manner at every point; a tad too low at the waist; a tad too long at the shin. just kind of saggy all around. bummed, but this is not to say it wouldn't fit someone with a different body shape better. the quality of fabric is nice, and the color is lovely.",3,1,0,Dresses,Dresses,502
65,Indecisive,"I haven't worn the top yet nor have i returned it. still not sure if i want to keep it! i bought the slate color and it is a bland color. also, not sure if i like the fabric because the material feels like it could be a pajama top! however, it is a comfortable loose fitting top so for that reason, i may keep it.",4,1,0,Tops,Knits,323
64,Just gorgeous,"I am a fan of these designers and their gorgeous fabrics - most of which are heavy brocades. this is so pretty and fun. the print is playful, and colors are gorgeous, and the fit is floaty but not too full or too tight. i love the bit of beading, and that i can dress it up or down.

i am petite and not usually a bigger print or long dress fan, but i know that i will wear this one for years. 

i did get a 00 petite as i know that only this small size fits me at retailer - 0's swallow me. this i",5,1,11,Dresses,Dresses,515
61,Timeless & classy trench,"I saw this in an email and loved it but by the time i tried to order it that evening, some sizes were already gone. the medium was back-ordered but didn't have to wait too long to receive it.. i especially like the design with the full skirt. the material is light weight, which is prefect for my florida climate. the design and fit were beautiful!!! i love it and will get years of use out of it. my only complaint is the material wrinkles very easily. i tried to get them out myself but ended up se",5,1,0,Jackets,Outerwear,524
37,Gorgeous summer dress,"I absolutely love this dress! when i wear it i feel so graceful and pretty. the belt allows you to tie it so that if your weight fluctuates up or down, it still looks great. i think i'm going to be wearing this dress all summer. love, love, love. 

i think my only quibble would be that the lining on the inside fits more snugly than the dress itself, and when i was walking it rode up (it's like a stretchy mesh type material). but i'm carrying a few more pounds than i'd like right now. once i lo",5,1,7,Dresses,Dresses,521
51,New favorite !,"Love this shirt, great fabric and fit. trying to wait for a sale to buy several others in additional colors.",5,1,0,Tops,Knits,122
63,Perfect sweater,"Love this sweater. bought this with the matching leggings. couldn't be more comfortable. cozy fabric. cute details. loving them both. please bring more of the same in different colors, patterns.",5,1,0,Intimate,Sleep,209
50,Perfect jumpsuit,I found this jumpsuit at my local retailer it must have been a web order return i love it the fit is true size the colors are perfect it's very comfortable and gorgeous on and at the sale price i could not pass it up,5,1,0,Bottoms,Pants,232
42,A bit big and sloppy,"This looks cute on the model but was way too big, loose and sloppy for me. i probably needed a petite size. i ordered a regular xs, but returned it. it is an okay black top, nothing great.",2,0,2,Tops,Knits,208
47,New favorite top,The shoulder bearing aspect makes this top sexy yet it doesn't look like you're trying too hard. sleeves can be worn up or down and everything stayed in place either way. i get tons of compliments each time i wear this.,5,1,3,Tops,Blouses,235
39,"Pretty, but buttons stand out too much.","I like this coat, especially the collar and cuffs. but the buttons were too eye-catching for me. i wanted something more subtle. still, i recommend the coat.",4,1,2,Tops,Sweaters,196
33,Pretty top!!!!,"Lovely top with details and a unique color. i have read some other reviews and i honestly don't know why it is getting bad reviews. it is linen but not scratchy by any means, like linen it does give with wear, so i recommend sizing down as it does run a little large. with a nude bra you won't see your straps and i would dryel this, no washing of any kind, linen shrinks! overall great top and i was glad i snatched one up.",5,1,3,Tops,Knits,438
35,Perfect shirt for work or night out.,"I ordered the mustard yellow in 10 and found the shirt to fit true to size. it works great with a skirt and with jeans but i did need to wear it with high rise jeans otherwise it came right to the top of my normal jeans and i didn't want to risk showing any skin at work. 

the color is amazing and looks good with just about any color bottom so there is a lot of room to have fun with the top. 

being larger on top the ruffles did not bother me at all, but rather act like an accessory - i find",4,1,0,Tops,Blouses,536
42,Very lightweight comfy fabric,I love this shirt!!! i ordered a medium and the sleeves were very long and the shirt was wide in general. i returned it for a small and it is perfect. size down! i love the comfy gauzy feel of this shirt.,5,1,0,Tops,Blouses,233
49,Love this dress!!!,"I had this in my cart for ages, waiting for a sale and debating the dress in general. i am delighted as it did finally go on sale, i bought it, and it is fabulous!!! my measurements are 36/28/39, i wear a 34d bra, and the small fit perfectly. the only problem i have had with it is that the lining in the front shows about 3/8"" at the bottom of the dress once i have worn the dress. what seems to happen is that the dress creeps up due to its wrinkling, but the lining does not, hence the showing. i",5,1,3,Dresses,Dresses,517
83,Light weight for fall,I really like the soft and very wearability of this vegan leather jacket. my only wish was for the jacket color to have a bit more rose tone to it as the color description implies. overall a definite keeper!,4,1,0,Jackets,Outerwear,228
41,Easy top,"I like this top. another reviewer mentioned that it was a great top for a busty girl...i agree. i'm a 32g and could have sized down to a small, but i kept the medium because i wanted the extra length to have the option of wearing it as a dress. the small may have caused slight button pulling, but since the fabric has stretch and the top has a generous cut, it wouldn?t look insane. my only issue is the fabric pills. i wore the top once, and the fabric near the armpit pilled a lot, especially for",4,1,0,Tops,Knits,507
43,Expect it to be the same length as on model,"It was a little shorter than i expected i am 5'8 and 125 pounds. i ordered the extra small and it was a perfect fit aside from length. at 42 yrs old, i can't wear mid thigh dresses to work. hit hit me at the same length it hit the model in the picture.... even though she is 5'10. if you are 5'6 and below this is a beautiful dress",4,1,2,Dresses,Dresses,374
43,Amazing pants you won't be sorry you got!,"I ordered 3 different styles of jogger pants and these were definitely the ones to keep! true to size and instantly comfortable due to the soft material they are made from. the taupe color i got will go with a lot, too. these are great pants that you won't be sorry you bought!",5,1,0,Bottoms,Pants,318
36,Fun!!!,"So i ordered both sizes in this, small and xs.  i'm 128 lbs. and 5""4 and the xs fit me.  at first i wasn't sure about this piece but after getting it on it starts to grow on you.  the top part of the jumper fits really cute and the bottoms are very wide and can be long.  i did get this at a great price so i'm going to keep it, don't know how many times i will end up wearing but thought it would be really cute to wear out on date night with my husband.",5,1,0,Bottoms,Pants,461
49,Cute as it is comfy,"This is a very flattering and comfortable top that can easily transition into fall. i can't wait to wear it (i have the black and white one) under my new leather jacket! the store was out of my size, so i had to order the top, which came with a small snag. i trimmed the thread and wore it anyway! it is also long enough to wear with leggings.",4,1,1,Tops,Blouses,362
33,Lovely!,"Comfortable, relaxed fit. i am very top heavy and the generous cut of this dress worked well!",5,1,0,Dresses,Dresses,100
37,Great versatile tank,"Fits well, super soft and very flattering. great for layering and for dressing up or down. highly recommend!",5,1,0,Intimate,Lounge,128
39,Perfect flowing lounge top,"This top is so soft and luxuriously comfy! i love wearing it around the house, haven't really ""dressed"" it up yet with jeans or jewelry. it runs slightly big, but if you like the oversized look, this is definitely perfect.",4,1,0,Tops,Knits,248
46,Love it!,"This is a precious! it's a little thin, as i prefer a thicker fabric. however, wearing a tank top under it works perfectly. i have it now in both colors! great price on sale!",5,1,0,Tops,Blouses,182
32,Too thin,"I would have to wear a camisole underneath this, which is odd considering it's still two layered in the front. i wanted an easy white shirt to wear, not something i'd have to layer.",3,0,0,Tops,Knits,189
36,Great casual top,This top is comfortable and yet with some stylish detail. the fabric is soft and the lilac color looks great. it hangs loose but with a nice drape. at the sale price it is not to be missed.,5,1,1,Tops,Knits,205
46,Size up!,"According to the sizing chart i should be an 8 or 10. i ordered a 10, but i could not get the blouse zipped up around the ribcage, the one spot i don't keep any fat. i brought it to the store to exchange for a 12, but i couldn't breath with the 12 on. for reference i am 34ddd. it was the 34 part that didn't fit, the ddd would have fit fine, i think.",3,1,2,Tops,Blouses,359
27,Really pretty but runs small,I loved this but it made my stomach look a lot bigger then it is. i would recommend going up a size in it,4,1,0,Dresses,Dresses,133
33,I'm in love,"I've been stalking this beauty since it came out and when i saw it went on sale with an extra percent off code i knew i had to purchase. well worth the price i paid, a bit steep at full price. 

i went with a size medium- i usually take a small/2-4 in retailer tops and these days i'm around a 32c. i'm also tall with long arms. the design is very forgiving with the cropped sleeve and non-closing front so you have some wiggle room. it fits me like it was custom made. 

the material is a lightwei",5,1,1,Jackets,Outerwear,513
51,Better in person....,"I would never have bought this top from the online photo but happily came across in in my local store. i bought it in the hot pink gingham check and it is so cute and fresh. will work well for hot summer days when i may want to wear rolled up sleeves as it is very lightweight and gauzy. i bought my usual xs/0, (5'7"", 32b, 115lbs), and whilst it is looser on me than the model, i would still say that it is tts - maybe a little fuller in the back than i would like, but i will wear mine partially tu",5,1,6,Tops,Blouses,520
72,Pockets not always good,"This tunic is perfect from the waist up. the problems comes in with the pockets. they make the tunic bulky around the hips and who needs bulk there? the tunic is a little more gray in person than what it appears to be in the photo. i usually wear an 8 or a medium. ordered this tunic in a medium and i think it runs just a little big. i may try this in a small. if that doesn't work, i may consider having the pockets removed in the medium. just wish is wasn't so pricey for all the extra work. but i",4,1,7,Dresses,Dresses,523
51,Poppy pocket tunic revie,"I liked everything about this tunic except the way that it looked on me. the fabric was great - not too heavy, not too light. the design was cute and i loved the colors (i got the yellow). it was cut well, and a good length for me (i am 5'2""). that being said, i am curvy and i felt like i looked even rounder in this top. if i was 6-8"" taller it probably would have been perfect.",5,1,0,Tops,Fine gauge,404
41,I'd recommend!,"I originally bought these jeans in my true size. after wearing them a few times i realized they stretched out quickly making it hard to wear them again. retailer recommended i go down a size and now they are my favorite jean!  they are a little tight for the first 5 mins, and then they are perfect fit wear after wear. and so soft!",4,1,1,Bottoms,Jeans,346
23,Flattering fit. may be sheer for some.,"Beautiful dress, skims the body perfectly and flatters. the silky and breathable fabric is everything-- it's made of cupro (used as a silk substitute but breathes like cotton-- uniqlo uses it in their ""airism"" products which makes it perfect for summer weather!). i wore it to a summer barbecue, dressed down with a denim shirt tied at the waist and simple jewelry, but can easily dress it up with a chunky heeled sandal and statement jewelry. it's gorgeous-- get it! 


the colors of the fabric a",5,1,1,Dresses,Dresses,538
35,Pleated back tee,I love this top! i think the knit rib quality is quite lovely and the color is gorgeous. i bought the plum color and got many compliments while wearing it. i like that it's a little on the longer side. i wore it with my pull-on ponte pants and booties. very cute!!,5,1,3,Tops,Knits,280
45,Surprisingly beautiful,"The picture online does not do this picture justice. it is actually very pretty and delicate. i love the sequins. other reviewers were correct it is a little big, but a great tunic to dress up or down. i love it.",4,1,0,Tops,Blouses,234
31,A new staple for my wardrobe,"Love this vest! the color looks a little more brown in the picture than it really is--it's a deep forest green that goes great with jeans or black pants. a great piece for polished but casual style, and the fabric has a nice, soft suede-like finish.

if only the was *slightly* higher to hit my true natural waist, it would get that fifth star (but sometimes i wear petite sizes, so that might be the issue here--still looks good tied).",4,1,0,Jackets,Jackets,464
48,Cute flowy tunic,"I'm a tunic girl--have to admit that. for me this top is fab.  i love roomy, swingy tops and this is exactly that. as others have mentioned, it is quite roomy at the bottom, however the weight of the fabric is so light it lays very nicely.  i love how it fits in the arms. i hate when arms are too big. the sleeve fits snugly. for reference i am 5'5"" 140 lbs. the small fit perfectly. i have already worn several times to work. perfect in the a/c.",5,1,0,Tops,Knits,463
46,Grey not color as pictured on website,"I wanted to love this top, but when i received the picture on the website is a dark charcoal almost black and the ""grey"" that you order is much, much lighter grey. in addition, this shirt is super boxy... thus why the model probably is pinning her elbows to her side to bring the top in. going back disappointed.",2,0,10,Tops,Blouses,349
49,Not what you think,"This skirt looks cute online but, it has several issues. 1.) the slit is very high, this photo is deceptive, look closely...the slit is actually to her finger tips. you cant wear any kind of spanx or control top tights. 2.) slits on both sides so when you walk they fly away. 3.) the micro mini ""slip"" bunches. 4.) the fine knit is very snag-able. 5.) the skirt is very long. it is going back.",2,0,7,Bottoms,Skirts,411
36,Luxurious!,Fits great and just as pictured. the material is very smooth and slinky.,5,1,0,Bottoms,Skirts,82
29,Gorgeous,"Gorgeous dress, colors as appear in picture, thick material- quality is good. sizing- im usually a size 2 or small, got a small, and it is big in the chest/ length is below the knee. would recommend a size smaller than normal. not a huge deal- small alteration job.",5,1,0,Dresses,Dresses,273
25,So different in a good way!,"This blouse is pretty sheer, but perfect for a summer day. good coverage in the front and under arms on the sides for limited bra exposure, and a very cute opening in on the lower back.",4,1,1,Tops,Blouses,212
33,Adorbs,"Very cute, very flattering. the peplum is fairly subtle and really works, falling at just the right place for me (i'm 5'5). i got the red and have worn it over a dress and with jeans. the color is deep and works well with my pale skin. the fabric is quality and looks like it will hold up well over time - always an issue with sweaters.

unlike some of the other reviewers, i found it ran slightly large. i am small framed but large-chested and often take a medium in sweaters, but a small is roomy o",5,1,0,Tops,Fine gauge,506
54,Sleek and well made,"This is a very well made swimsuit with soft foam cups and fully lined. the shoulders stay put with thin strips of foam that are sewn in. very comfortable and easy to move in; my arms have full range. the color is like the online photo, and to the teal close-up i posted of the shoulder area.
.
the size 'm' that i ordered fit my bust very well with smooth lines and decent support. i'm 5'2"", currently 33-25-37, 30d / 32c bra, with a average to long torso with a full bottom and thighs. i think the",5,1,4,Intimate,Swim,519
37,Nope!,Weird fit and the tie just add to the problems. i think i'd like this a lot more if it were just an open cardigan without the tie. the tie seems like an after thought. it's flimsy and it just makes anyone wearing this look like a house -- no matter there size. i ordered a medium black and it's already in the mail!,2,0,2,Tops,Sweaters,320
50,Not flattering on me,"May look better on someone tall. thin, and straight.",3,1,0,Dresses,Dresses,72
22,Versatile,"This is a great sweater. it can be worn ""wrapped"" as on the model, or open like a cardigan. it is a lighter weight knit, perfect for how warm this winter has been. i love the deep purple color. normally between a small and medium and went with the medium in this sweater.",5,1,2,Tops,Fine gauge,280
41,Perfect for fall,"This sweater is just as pictured. the fit is true to size, though it is a looser style rather than fitted sweater. it is short, though not cropped, and the sleeves are 1-2"" too long, but it is still flattering. it hits at the top of my hip and it looks great with high-waisted flares. the scallop detail is perfect, just enough interest, but not overbearing. the material is soft and heavier than expected. it is a good weight for fall. i wish it was made of natural fibers instead of synthetics, but",5,1,0,Tops,Sweaters,516
21,Gorgeous classic,"I ordered this dress in a size 12. i'm 5'9'' and 180lb. i usually wear size 14 but the 12 fit beautifully. the material has a nice stretch to it so that i think it would still fit whether i gained or loss 10 lbs. when i pulled it out of the box i immediately thought it read ""grandma"", but was pleasantly surprised when i put it on. it is snug in the waist and flares out nicely from there. it hits me on the knee exactly as it does the model in the picture. i plan on wearing this maybe for christma",5,1,1,Dresses,Dresses,516
57,"Love, love, love it!",This top fits well as expected for the size. i love the ease of the top and wear it both casually and a bit more dressed up. great styling on the back.,5,1,0,Tops,Blouses,171
35,Beautiful,"I love this shirt! i wore it to a friend's baby shower and received a lot of compliments on it. the neckline and shoulders and very flattering, but then i'm not very busty, so maybe that's why it worked for me. the material is hand-wash only, but well worth it for such a unique, pretty top. i also didn't get any weird smell from this shirt nor did i think the material was too stiff.",5,1,0,Tops,Blouses,394
39,Sale win,"Pretty top, i like the flutter sleeve design.  the linen is thin- too sheer to not wear a cami underneath the white.  nice for the sale price.  can easily be dressed up or down.",3,1,0,Tops,Knits,185
32,Flowing silk stunner,"This dress is definitely light weight and it requires a slip or you could wear a black tank and tights with boots. there wasn't a security tag in mine so no holes when i bought in store. i even accidentally caught it on a costume bracelet and it did not rip or damage. although, you probably wouldn't want to sit on concrete or rub against something rough. i would recommend this dress- its gorgeous on. for the price, i think it should come with a slip. fyi, the back half of the waist has elastic,",4,1,3,Dresses,Dresses,519
33,Great top!,"I love this shirt, i had my eye on it for awhile but wasn't sure what size i'd be, so i went to the store to try. they only had a small which i figured i would be but it was a little large and not as fitted as i would like it across the chest. i got an xs and it was perfect; i am 5'1 about 120 lbs and a small c cup and it fits great. i love it!!",5,1,0,Tops,Knits,357
32,"Warm and soft, but stretchy","I received these as a christmas gift. they are really cozy: warm, soft and super comfortable. however, they stretch out a lot, as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house, but not if you want to wear them out and about. i'm keeping them because they're so comfortable, but beware how much they stretch. (i am 5'6"", 130 lbs and the size small fits well).",3,1,2,Intimate,Legwear,508
44,Fun and flattering!,"I got the dress with the boat pattern- such a fun dress and very flattering. it is definitely a coral, but i am able to wear this with my fair skin and will probably look better with some color as spring/summer finally arrive. i am only 5""2' so the length is great for me- i can wear this to work, but it would be pretty short for a tall gal. definitely recommend!",5,1,0,Dresses,Dresses,383
31,Cute but collar,"Dress cut was great, but the collar was so oblong that it looked space-age.",3,0,2,Dresses,Dresses,90
35,Great strappy back,"I absolutely love this bra-it is the most comfortable, aesthetically pleasing sports bra i have ever owned. i love the straps! they take some patience to get aligned properly once the bra is one, but afterward it looks amazing. the bra itself is soft and the padded inserts actually stay in place without much manipulation so they are aligned properly. when moving, i do not have any areas that rub or get irritated uncomfortably. i absolutely love this bra. it gives me the support i need for a high",5,1,2,Intimate,Lounge,518
41,Love the wide legs,I'm not nearly as tall as the model so these hit right just right for flats. i love the fit of the wide leg and found the color matching the photo and the light color cords very soft. i did try the blue color on at a different store and found them a bit short. i'm really pleased with these and the sale on sale certainly helped.,4,1,0,Bottoms,Jeans,347
59,Great sweater for cool weather,"The sweater is light and very soft. the silver banding on the neck, sleeves and hem make it easy to dress up.",5,1,0,Tops,Sweaters,139
39,Does really run large,"I found this dress to run large (like the other reviewers have mentioned). the quality is really nice, and the sweater fabric is a nice touch. it hit me right above the knee, and i an 5'5"". it is a purplish pink (as pictured). if it fits you properly, you will be pleased with the quality, color and unique style.",4,0,0,Dresses,Dresses,334
53,Great fit,These are form fitting and have a great wash. the size runs large so i would say consider to go down one size than you usually wear. the bottom tapers so they are great to wear wtih flats or can easily fit into boots.,4,1,0,Bottoms,Jeans,226
27,Beautiful design,"I have a short torso and this works well for me. 34c, bought the 0. there's not much stretch to the fabric so it is fitted to my chest, but not in an uncomfortable way. definitely doesn't hang and have extra fabric like on the model. 

zipper goes almost all the way down to the bottom so it's easier to get on and off which makes up for the lack of stretch n the fabric.

unlike another reviewer, i found it went really well with navy pants and i wore it to a business meeting under a blazer. wi",5,1,4,Tops,Blouses,516
44,Terrible,I'm 5 ft 7 125 lbs true size 4 and these pants made me look like i had boy parts. super disappointed!,1,0,13,Bottoms,Pants,109
59,Hard to top,"Great summer pants.....nice material, easy to take care of. i'm 5'6"" and usually wear a size 29, which i purchased the neutral. they might be a little bit loose, but they fit great, and best of all, they truly are slimming. i love them so much that i just ordered the green.......hard to top the sale price",4,1,4,Bottoms,Pants,317
34,Adorable,"I'm very glad i snatched this up when i did. it is super soft and the perfect length. i love the slight peplum as it makes for a very flattering fit. i can tell this shirt will be a staple year round as it works great with shorts or jeans. for me, i think the large was a tiny bit big in the waist, but it might shrink in the wash. the armholes were nice too, and didn't gap.",4,1,0,Tops,Knits,383
65,Love this skirt--get it,"This is a beautiful skirt and such a great piece to collect from erin fetherston.

the design and cut are very flattering on a variety of body types. i have more of a curvy shape and love this type of cut to accentuate my smaller waste (rather than fitted dresses/skirts that hug).

there are several linings that help give shape and volume. the stripes are made of ribbon. it's so gorgeous, i've received many compliments. i've paired with a sequin tank and glitter keds by kate spade...it's a dynam",5,1,0,Bottoms,Skirts,523
29,Love!,"I absolutely love this blouse. it is so soft, easy to wear and can be worn with so many things. i'm 5'3, 135 pounds and got a small (regular). i could've gone for the petite but decided to do regular. love it!",5,1,2,Tops,Blouses,214
27,Love it!,I love the color and shimmer of this dress. it is very unique and one of a kind. the slit is not as high as the photo online but that can be adjusted if need be at a tailor. it's a great dress!,5,1,0,Dresses,Dresses,201
38,"Comfy, easy pant","I am here online to buy this pant in both colors. i tried it on today in store in regular lengh,, but am opting for petite size. i am 5'2. i could have purchased the regular length, which hit me above the ankle, but i think p will be more flattering and better for summer.

the pants are a woven material, and kindof shiny!? the pants also may be a bit see-thru in sunshine due to the structure of weave. that said, i am buying them anyways because they are that comfortable and professional. i may",5,1,14,Bottoms,Pants,516
38,Boxy and runs huge,"I bought this shirt immediately because of the pattern, when it arrived i was super confused. it's not a tee shirt like it looks like in the photos. it's made with cotton fabric with a tiny bit of stretch. i ordered the xl because i have brought shoulders and 36e bras size and it fits like a 2x or larger. i would say order two sizes down. also it hangs like a maternity shirt. i might order it once it's on sale, which it definitely will be, but even then am not positive i would keep it.",2,0,4,Tops,Blouses,508
53,Top is too shear with see through front,This is a sweet top as it is shown. on the model it appears there is a panel behind the lace on the front of the top. this is not so-the entire front of the top is see through. one would need to wear a camisole. the material on the blouse is very sheer-it appears to be rather cheap actually. if you are wearing a top this sheer it does not make sense to have a camisole on underneath. that said you are going to be able to see your bra and skin down to your belly button if you do not have a camisol,2,0,0,Tops,Blouses,539
39,Lovely cut,"And lovely color, just not on my pale skin hue unfortunately. i tried on the xs in store, and that was a little long on me, so i would need petite. the cut was very flattering, and super feminine, i love the color and pattern on the dr4ess too. sadly, not for me, i looked sick in it. (115 lbs, 30 dd and xs petite would fit)",4,1,2,Dresses,Dresses,335
32,My new favorite shirt,"I got the navy blue pattern and i absolutely love it. it's soft and cozy and just dressy enough to pull an outfit together.  i initially sized up to a 10 based on other reviews but exchanged it for an 8, my normal size. it's flowy so the bigger size was way too much fabric. in the 8 it's just right for the style.",5,1,0,Tops,Blouses,335
67,Must try on to appreciate.,"The first time i saw this in the store i passed it by because the fabric didn't appeal to me .... but the second time i tried it on and fell in love .... had to have it in the beautiful blue.  i'm busty 32h but wear a small and the gathers do wonders to camouflage, which was a nice surprise, because i usually avoid anything with fullness.  will look great with white or black jeans but i will also pair with a very subtle pattern legging as the length is perfect.  i'm short, 5'3"".  neckline is fem",5,1,2,Tops,Blouses,526
29,Feminine and flirty,Beautiful top! you can wear it as a wide boat neck or as its pictured off the shoulder. the bottom is tight with ruching which makes it very flattering. i found the fit true to size. love the neutral light brown color. will look nice with white denim for the summer. excited to dress this unique top up or down.,5,1,1,Tops,Knits,330
41,Summer lovin,This is the perfect summer top. super lightweight but with a little swing in it so it is not tight across the hips. the bright colors go with almost anything and the detailing at the top makes this dressier than a regular shirt. great with skirts and jeans!,5,1,2,Tops,Blouses,269
39,Basic but not boring,"Great basic tee with just the right amount of extra detail. the length is perfect--not too long, not too short. fit is relaxed and comfortable without looking sloppy. i'm coming back for more colors!",5,1,0,Tops,Knits,219
35,Love it!,It is the perfect shirt that looks and feels great. i wear a size 4 and it fits perfectly.,5,1,0,Tops,Blouses,98
34,New favorite wardrobe staple!,"Yes, $48 may feel like a lot to pay for a tshirt, but this is one is worth it -- i can wear this with *everything*! i bought this in grey, and the quality and style are just right to pair with a high waisted skirt or black skinny pants to wear out at night, or wear with regular jeans and a cardigan during the day. one of the best retailer purchases i've made in a while!",5,1,10,Tops,Knits,401
49,Beautiful top,"This is a gorgeous flowy top. i paired it with a pair of army green pants and have received a ton of compliments. you can dress this top up for a night out or for work, or style it for a fun evening out. you will be very pleased with this top.",5,1,0,Tops,Knits,256
50,Super cute,This top is both cute and flattering. it is also soft and the colors are gorgeous. i highly recommend,5,1,2,Tops,Knits,111
31,Pretty dress,"I bought this dress for my bridal shower. it's beautiful, tts. i usually wear 2/4 in retailer and the small was perfect. i tried on in store and the dress had a few snags and defects. they ordered me one to be delivered to my apt and it was perfect. the back is pretty too!",5,1,0,Dresses,Dresses,285
25,Favorite style of jeans,"I absolutely love ag stevie ankle jeans and own them in three different colors. i'm on the shorter side, so in terms of length i'm able to wear them as regular jeans. the fabric is comfy and stretchy and the range of colors is great for wardrobe diversity and mixing and matching! this particular style is my absolute favorite. although ag jeans are on the pricier side, after i bought my first pair i was a convert. as opposed to other brands, i find that they are a worthwhile investment. as other",5,1,1,Bottoms,Jeans,522
53,"Super cute, but...","I decided on these last minute for a date last night and let me say...i looked hot. :) they are super cute and flattering (im slender, but hey, im also 53) and could be dressed up or down easily. the but is because when i got home i realized that i had ruined my new gel manicure from the black die! it comes off so easily that you should be cautious of your car seats, sofa, etc. i made the mistake of not washing first, but do! hopefully thats enough to help because these are great leggings.",4,1,0,Bottoms,Pants,512
